label	hash	artifact	seed	zone	floor	profession	tileset	topologyDecision	topologySourceKey	topologySourceArtifact	topologySourceHash	roomPlateKey	roomPlateArtifact	roomPlateHash	boundsWidth	boundsHeight	visibleCellCount	fillRatioPermille	aspectPermille	connectedComponents	playerOffset	topologySignature	contract
dark-uiux-pr08-forest-edge-d9-risky-runtime-crop	24bd8f48a2251b1c1d703f2dd5046edf2564288e465c0d5fb190051ae31cf678	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-crop.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	37b89f7cc36bb0b6ce380bda82b3fc39d9fc6c64df8d91f5c270f1ebeec8728c	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	actual 1280x800 map-stage crop from D9 tileset.forest_edge runtime seed
dark-uiux-pr08-forest-edge-d9-risky-runtime-board	0a9d1d6c8a87aa8d42431f6600d7834e289754dbc18398e7f1492d9bd19e683a	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-board.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	37b89f7cc36bb0b6ce380bda82b3fc39d9fc6c64df8d91f5c270f1ebeec8728c	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	director board: full plate, dedicated topology source, actual runtime crop
