label	hash	artifact	seed	zone	floor	profession	tileset	topologyDecision	topologySourceKey	topologySourceArtifact	topologySourceHash	roomPlateKey	roomPlateArtifact	roomPlateHash	boundsWidth	boundsHeight	visibleCellCount	fillRatioPermille	aspectPermille	connectedComponents	playerOffset	topologySignature	contract
dark-uiux-pr08-forest-edge-d9-risky-runtime-crop	d793ed3ae8ff73b04e7c406c64a006b178c81aa6ae7f63f3b7d4a7af9e9d8b60	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-crop.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	ddef18551b44a17ed5ce9e7ab7086df92514edf098736c122bf3bbe9d1f587cb	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	actual 1280x800 map-stage crop from D9 tileset.forest_edge runtime seed
dark-uiux-pr08-forest-edge-d9-risky-runtime-board	13ca872c259c0971d3bacaf5998151ca25687737752cc2ce43761a02b94cc3bc	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-board.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	ddef18551b44a17ed5ce9e7ab7086df92514edf098736c122bf3bbe9d1f587cb	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	director board: full plate, dedicated topology source, actual runtime crop
