label	hash	artifact	seed	zone	floor	profession	tileset	topologyDecision	topologySourceKey	topologySourceArtifact	topologySourceHash	roomPlateKey	roomPlateArtifact	roomPlateHash	boundsWidth	boundsHeight	visibleCellCount	fillRatioPermille	aspectPermille	connectedComponents	playerOffset	topologySignature	contract
dark-uiux-pr08-forest-edge-d9-risky-runtime-crop	09c8717c650156ddce0d0b0fdfa79570080b7599ec783beb2e62f20848e1a908	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-crop.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	b4d845b549688434db3cb8f1be9d22cf753727e1ba40ebd604afa8d9da728a67	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	actual 1280x800 map-stage crop from D9 tileset.forest_edge runtime seed
dark-uiux-pr08-forest-edge-d9-risky-runtime-board	9fc7310db03150ff84bfa46ff83c07580c7184e2ff9a5e4ecbae2000e34a22a4	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-board.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	b4d845b549688434db3cb8f1be9d22cf753727e1ba40ebd604afa8d9da728a67	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	director board: full plate, dedicated topology source, actual runtime crop
