label	hash	artifact	seed	zone	floor	profession	tileset	topologyDecision	topologySourceKey	topologySourceArtifact	topologySourceHash	roomPlateKey	roomPlateArtifact	roomPlateHash	boundsWidth	boundsHeight	visibleCellCount	fillRatioPermille	aspectPermille	connectedComponents	playerOffset	topologySignature	contract
dark-uiux-pr08-forest-edge-d9-risky-runtime-crop	f8b075977e4732582f646c8bc4f0a5f21e8870c2a8081dc629db93f5a0717154	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-crop.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	b4d845b549688434db3cb8f1be9d22cf753727e1ba40ebd604afa8d9da728a67	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	actual 1280x800 map-stage crop from D9 tileset.forest_edge runtime seed
dark-uiux-pr08-forest-edge-d9-risky-runtime-board	de0088c8d0e580e0ca1b64f68fc59d5c6820cc19174a1e876ea5d5f5404a49f4	client/build/reports/golden/dark-uiux-pr08-forest-edge-d9-risky-runtime/dark-uiux-pr08-forest-edge-d9-risky-runtime-board.png	2026060908	greenwood_fringe	2	rogue	tileset.forest_edge	TOPOLOGY_RISK_LOW_FILL	ui.map_stage.forest_edge.room_topology_source.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_topology_source_pr08_demo.png	b4d845b549688434db3cb8f1be9d22cf753727e1ba40ebd604afa8d9da728a67	ui.map_stage.forest_edge.room_plate.pr08_demo	client/src/main/resources/dark-v1/ui/ui_map_stage_forest_edge_room_plate_pr08_demo.png	34f0beadfe3ae8c2a54ac3fb14a1dcf12b744c0df635b237e141eda5106d20a7	14	11	93	603	1272	1	5_5	tileset.forest_edge:14x11:603:5_5:93	director board: full plate, dedicated topology source, actual runtime crop
